question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
What did Woody Allen call his son as a tribute to Louis 'Satchmo' Armstrong?,"['satchel', 'school satchel', 'satchel bag', '🎒']",satchel,0,trivia,0.75,"{'proba': ['0.1', '0.2', '0.3', '0.4'], 'response_idx': '3'}",3,satchel,"['satchel', 'school satchel', 'satchel bag', '🎒']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,satchel,"['satchel', 'school satchel', 'satchel bag', '🎒']","{'proba': ['0.1', '0.05', '0.05', '0.8'], 'response_idx': '3'}",3,school satchel,"['satchel', 'school satchel', 'satchel bag', '🎒']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,satchel,"['satchel', 'school satchel', 'satchel bag', '🎒']","{'satchel', 'school satchel'}",0.75,False
The human skin plays an important role in a variety of organ systems. Which organ system is least likely to have a direct interaction with the skin?,"['nervous', 'excretory', 'immune', 'digestive']",digestive,0,arc,0.0,"{'proba': ['0.2', '0.3', '0.4', '0.1'], 'response_idx': '2'}",2,nervous,"['nervous', 'excretory', 'immune', 'digestive']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,nervous,"['nervous', 'excretory', 'immune', 'digestive']","{'proba': ['0.2', '0.3', '0.1', '0.4'], 'response_idx': '1'}",1,nervous,"['nervous', 'excretory', 'immune', 'digestive']","{'proba': ['0.2', '0.3', '0.3', '0.2'], 'response_idx': '0'}",0,nervous,"['nervous', 'excretory', 'immune', 'digestive']",{'nervous'},1.0,False
"If you're typing for a long time, what's a sign you should take a break?","['pain', 'printed word', 'carpal tunnel syndrome', 'thirst']",pain,0,csqa,0.5,"{'proba': ['0.2', '0.2', '0.4', '0.2'], 'response_idx': '2'}",2,pain,"['pain', 'printed word', 'carpal tunnel syndrome', 'thirst']","{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '3'}",3,carpal tunnel syndrome,"['pain', 'printed word', 'carpal tunnel syndrome', 'thirst']","{'proba': ['0.3', '0.1', '0.1', '0.5'], 'response_idx': '3'}",3,pain,"['pain', 'printed word', 'carpal tunnel syndrome', 'thirst']","{'proba': ['0.2', '0.2', '0.5', '0.1'], 'response_idx': '2'}",2,carpal tunnel syndrome,"['pain', 'printed word', 'carpal tunnel syndrome', 'thirst']","{'carpal tunnel syndrome', 'pain'}",0.75,False
Carolina wrens and painted buntings are two bird species that live in overlapping territories. They have different requirements for food and nesting. Which term best describes the relationship between the two species?,"['coexistence', 'symbiosis', 'mutualism', 'parasitism']",coexistence,0,arc,1.0,"{'proba': ['0.3', '0.2', '0.1', '0.4'], 'response_idx': '0'}",0,coexistence,"['coexistence', 'symbiosis', 'mutualism', 'parasitism']","{'proba': ['0.3', '0.1', '0.4', '0.2'], 'response_idx': '0'}",0,coexistence,"['coexistence', 'symbiosis', 'mutualism', 'parasitism']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,coexistence,"['coexistence', 'symbiosis', 'mutualism', 'parasitism']","{'proba': ['0.3', '0.2', '0.4', '0.1'], 'response_idx': '0'}",0,coexistence,"['coexistence', 'symbiosis', 'mutualism', 'parasitism']",{'coexistence'},1.0,True
"He showed his ticket and went straight to the bathroom to get out any pee, he didn't want anything to make him have to get up once he took his seat in the what?","[""friend's house"", 'theater', 'his house', 'convenience store']",theater,0,csqa,1.0,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,theater,"[""friend's house"", 'theater', 'his house', 'convenience store']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,theater,"[""friend's house"", 'theater', 'his house', 'convenience store']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,theater,"[""friend's house"", 'theater', 'his house', 'convenience store']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,theater,"[""friend's house"", 'theater', 'his house', 'convenience store']",{'theater'},1.0,True
Why do areas in the middle of a large continent generally have more extreme differences in temperature than areas near the coastline?,"['Oceans change temperature slowly and regulate the temperature of nearby land.', 'Coastlines are usually surrounded by mountains that block air masses.', 'There are generally more clouds near the oceans.', 'Landlocked areas are usually at a lower altitude than coastline areas.']",Oceans change temperature slowly and regulate the temperature of nearby land.,0,arc,0.75,"{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,Oceans change temperature slowly and regulate the temperature of nearby land.,"['Oceans change temperature slowly and regulate the temperature of nearby land.', 'Coastlines are usually surrounded by mountains that block air masses.', 'There are generally more clouds near the oceans.', 'Landlocked areas are usually at a lower altitude than coastline areas.']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,Oceans change temperature slowly and regulate the temperature of nearby land.,"['Oceans change temperature slowly and regulate the temperature of nearby land.', 'Coastlines are usually surrounded by mountains that block air masses.', 'There are generally more clouds near the oceans.', 'Landlocked areas are usually at a lower altitude than coastline areas.']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,Oceans change temperature slowly and regulate the temperature of nearby land.,"['Oceans change temperature slowly and regulate the temperature of nearby land.', 'Coastlines are usually surrounded by mountains that block air masses.', 'There are generally more clouds near the oceans.', 'Landlocked areas are usually at a lower altitude than coastline areas.']","{'proba': ['0.3', '0.2', '0.1', '0.4'], 'response_idx': '3'}",3,Landlocked areas are usually at a lower altitude than coastline areas.,"['Oceans change temperature slowly and regulate the temperature of nearby land.', 'Coastlines are usually surrounded by mountains that block air masses.', 'There are generally more clouds near the oceans.', 'Landlocked areas are usually at a lower altitude than coastline areas.']","{'Oceans change temperature slowly and regulate the temperature of nearby land.', 'Landlocked areas are usually at a lower altitude than coastline areas.'}",0.75,False
An old T-shirt can be ripped into smaller pieces and used as rags. An empty milk jug can be used to water houseplants. Both of these are examples of how,"['using old materials can waste money', 'everyday materials can be reused', 'saving water conserves future resources', 'plants need water to be healthy']",everyday materials can be reused,0,arc,1.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,everyday materials can be reused,"['using old materials can waste money', 'everyday materials can be reused', 'saving water conserves future resources', 'plants need water to be healthy']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,everyday materials can be reused,"['using old materials can waste money', 'everyday materials can be reused', 'saving water conserves future resources', 'plants need water to be healthy']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,everyday materials can be reused,"['using old materials can waste money', 'everyday materials can be reused', 'saving water conserves future resources', 'plants need water to be healthy']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,everyday materials can be reused,"['using old materials can waste money', 'everyday materials can be reused', 'saving water conserves future resources', 'plants need water to be healthy']",{'everyday materials can be reused'},1.0,True
"Which factor best explains how many diseases, such as cancer, are formed within the body?","['A mutation occurred during the process of crossing over.', 'A disruption in the cell cycle has taken place.', 'A traumatic injury to the body has occurred.', 'A response by the immune system was triggered by an allergic reaction.']",A disruption in the cell cycle has taken place.,0,arc,1.0,"{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,A disruption in the cell cycle has taken place.,"['A mutation occurred during the process of crossing over.', 'A disruption in the cell cycle has taken place.', 'A traumatic injury to the body has occurred.', 'A response by the immune system was triggered by an allergic reaction.']","{'proba': ['0.6', '0.1', '0.1', '0.2'], 'response_idx': '0'}",0,A disruption in the cell cycle has taken place.,"['A mutation occurred during the process of crossing over.', 'A disruption in the cell cycle has taken place.', 'A traumatic injury to the body has occurred.', 'A response by the immune system was triggered by an allergic reaction.']","{'proba': ['0.4', '0.2', '0.1', '0.3'], 'response_idx': '0'}",0,A disruption in the cell cycle has taken place.,"['A mutation occurred during the process of crossing over.', 'A disruption in the cell cycle has taken place.', 'A traumatic injury to the body has occurred.', 'A response by the immune system was triggered by an allergic reaction.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,A disruption in the cell cycle has taken place.,"['A mutation occurred during the process of crossing over.', 'A disruption in the cell cycle has taken place.', 'A traumatic injury to the body has occurred.', 'A response by the immune system was triggered by an allergic reaction.']",{'A disruption in the cell cycle has taken place.'},1.0,True
In which country was Anjelica Huston born?,"['irlandia', 'island of ireland', 'airlan', 'ireland']",ireland,0,trivia,1.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,ireland,"['irlandia', 'island of ireland', 'airlan', 'ireland']","{'proba': ['0.4', '0.3', '0.2', '0.1'], 'response_idx': '0'}",0,ireland,"['irlandia', 'island of ireland', 'airlan', 'ireland']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,ireland,"['irlandia', 'island of ireland', 'airlan', 'ireland']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,ireland,"['irlandia', 'island of ireland', 'airlan', 'ireland']",{'ireland'},1.0,True
A worker who never makes much money or status will what?,"['case things', 'try harder', 'labor in vain', 'keep busy']",labor in vain,0,csqa,0.75,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,keep busy,"['case things', 'try harder', 'labor in vain', 'keep busy']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,labor in vain,"['case things', 'try harder', 'labor in vain', 'keep busy']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,labor in vain,"['case things', 'try harder', 'labor in vain', 'keep busy']","{'proba': ['0.2', '0.3', '0.4', '0.1'], 'response_idx': '2'}",2,labor in vain,"['case things', 'try harder', 'labor in vain', 'keep busy']","{'keep busy', 'labor in vain'}",0.75,False
Ice fishing can be done surprisingly far out most winters on what greatest of the Michigan's greats?,"['aquarium', 'underwater', 'pond', 'lake superior']",lake superior,0,csqa,1.0,"{'proba': ['0.4', '0.1', '0.3', '0.2'], 'response_idx': '0'}",0,lake superior,"['aquarium', 'underwater', 'pond', 'lake superior']","{'proba': ['0.9', '0.025', '0.025', '0.05'], 'response_idx': '0'}",0,lake superior,"['aquarium', 'underwater', 'pond', 'lake superior']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,lake superior,"['aquarium', 'underwater', 'pond', 'lake superior']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,lake superior,"['aquarium', 'underwater', 'pond', 'lake superior']",{'lake superior'},1.0,True
Read the description of the experiment below to answer the question. One hundred pea seeds were put in petri dishes and covered with wet paper towels. The petri dishes were then put inside black plastic bags. Half of them were placed in an incubator set to 10°C. The remaining half were placed in an incubator set to 30°C. This experiment was most likely designed to study the effect of which variable on the germination of pea seeds?,"['water', 'temperature', 'seed type', 'light']",temperature,0,arc,1.0,"{'proba': ['0.9', '0.025', '0.025', '0.05'], 'response_idx': '0'}",0,temperature,"['water', 'temperature', 'seed type', 'light']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,temperature,"['water', 'temperature', 'seed type', 'light']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,temperature,"['water', 'temperature', 'seed type', 'light']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,temperature,"['water', 'temperature', 'seed type', 'light']",{'temperature'},1.0,True
"Chen Guangbiao was born in Jiangsu in July,1968. He is the chairperson of a company in Jiangsu. Now he is one of China's richest men and he has donated a great amount of money to charity projects. He says he will donate everything he has to charity after he dies.
When people are in need of help, he will appear at once. He helped people during the Wenchuan earthquake, the Yunnan earthquake and the Taiwan earthquake. He also gave a helping hand in Japan's earthquake. He has built many Hope Primary Schools to support the education in poor areas.
He doesn't do charity for honour. He wants to encourage more people to make contributions to charity. After announcing he would donate everything to charity after his death, many businesses, overseas Chinese people and common people encouraged by him have also promised to do something for charity.
As a philanthropist  , he is asked for help every day. Sometimes he gets very tired, but he has never stopped caring.
So far, he has received a lot of awards, including Pioneer of the Year, and National May Day Labour Medal. He is considered as one of China's top philanthropists.

Which do you think is the best title for the passage?","['Philanthropist Chen Guangbiao', 'Pioneer of the Year', 'Earthquakes', 'Hope Primary Schools']",Philanthropist Chen Guangbiao,0,race,1.0,"{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,Philanthropist Chen Guangbiao,"['Philanthropist Chen Guangbiao', 'Pioneer of the Year', 'Earthquakes', 'Hope Primary Schools']","{'proba': ['0.9', '0.05', '0.02', '0.03'], 'response_idx': '0'}",0,Philanthropist Chen Guangbiao,"['Philanthropist Chen Guangbiao', 'Pioneer of the Year', 'Earthquakes', 'Hope Primary Schools']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,Philanthropist Chen Guangbiao,"['Philanthropist Chen Guangbiao', 'Pioneer of the Year', 'Earthquakes', 'Hope Primary Schools']","{'proba': ['0.9', '0.05', '0.02', '0.03'], 'response_idx': '0'}",0,Philanthropist Chen Guangbiao,"['Philanthropist Chen Guangbiao', 'Pioneer of the Year', 'Earthquakes', 'Hope Primary Schools']",{'Philanthropist Chen Guangbiao'},1.0,True
