question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
Which James Bond film features a song by Louis Armstrong?,"['on her majesty s secret service disambiguation', 'on her majesty s secret service', 'ohmss', 'on her majestys secret service']",on her majesty s secret service,0,trivia,0.75,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,on her majesty s secret service,"['on her majesty s secret service disambiguation', 'on her majesty s secret service', 'ohmss', 'on her majestys secret service']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,on her majesty s secret service,"['on her majesty s secret service disambiguation', 'on her majesty s secret service', 'ohmss', 'on her majestys secret service']","{'proba': [0.1, 0.1, 0.1, 0.6], 'response_idx': 3}",3,on her majesty s secret service disambiguation,"['on her majesty s secret service disambiguation', 'on her majesty s secret service', 'ohmss', 'on her majestys secret service']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,on her majesty s secret service,"['on her majesty s secret service disambiguation', 'on her majesty s secret service', 'ohmss', 'on her majestys secret service']","{'on her majesty s secret service disambiguation', 'on her majesty s secret service'}",0.75,False
"When a tadpole grows, its gills change into lungs. What does it now need to survive?","['Water', 'Air', 'Fins', 'Soil']",Air,0,arc,1.0,"{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,Air,"['Water', 'Air', 'Fins', 'Soil']","{'proba': [0.1, 0.8, 0.1, 0.0], 'response_idx': 1}",1,Air,"['Water', 'Air', 'Fins', 'Soil']","{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,Air,"['Water', 'Air', 'Fins', 'Soil']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,Air,"['Water', 'Air', 'Fins', 'Soil']",{'Air'},1.0,True
How can a company get things to their customers?,"['carrier pigeon', 'commit crime', 'own factory', 'ship goods']",ship goods,0,csqa,1.0,"{'proba': [0.01, 0.95, 0.02, 0.02], 'response_idx': 1}",1,ship goods,"['carrier pigeon', 'commit crime', 'own factory', 'ship goods']","{'proba': [0.1, 0.8, 0.0, 0.1], 'response_idx': 1}",1,ship goods,"['carrier pigeon', 'commit crime', 'own factory', 'ship goods']","{'proba': [0.85, 0.05, 0.01, 0.09], 'response_idx': 0}",0,ship goods,"['carrier pigeon', 'commit crime', 'own factory', 'ship goods']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,ship goods,"['carrier pigeon', 'commit crime', 'own factory', 'ship goods']",{'ship goods'},1.0,True
What is a negative effect of getting divorce that does not involve people other than the person getting divorced?,"['no spouse', 'happiness', 'lot of grief', 'freedom']",lot of grief,0,csqa,1.0,"{'proba': [0.7, 0.2, 0.02, 0.08], 'response_idx': 0}",0,lot of grief,"['no spouse', 'happiness', 'lot of grief', 'freedom']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,lot of grief,"['no spouse', 'happiness', 'lot of grief', 'freedom']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,lot of grief,"['no spouse', 'happiness', 'lot of grief', 'freedom']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,lot of grief,"['no spouse', 'happiness', 'lot of grief', 'freedom']",{'lot of grief'},1.0,True
What would happen to a person if his or her money is stolen?,"['park', 'complete sentence', 'feel angry', 'cross street']",feel angry,0,csqa,1.0,"{'proba': [0.0, 0.0, 0.0, 1.0], 'response_idx': 3}",3,feel angry,"['park', 'complete sentence', 'feel angry', 'cross street']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,feel angry,"['park', 'complete sentence', 'feel angry', 'cross street']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,feel angry,"['park', 'complete sentence', 'feel angry', 'cross street']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,feel angry,"['park', 'complete sentence', 'feel angry', 'cross street']",{'feel angry'},1.0,True
What might people do to protect their legs from getting dirty on the farm?,"['avoid mud', 'wear jeans', 'plant flowers', 'milk cow']",wear jeans,0,csqa,1.0,"{'proba': [0.6, 0.1, 0.1, 0.2], 'response_idx': 0}",0,wear jeans,"['avoid mud', 'wear jeans', 'plant flowers', 'milk cow']","{'proba': [0.1, 0.3, 0.5, 0.1], 'response_idx': 2}",2,wear jeans,"['avoid mud', 'wear jeans', 'plant flowers', 'milk cow']","{'proba': [0.1, 0.3, 0.1, 0.5], 'response_idx': 3}",3,wear jeans,"['avoid mud', 'wear jeans', 'plant flowers', 'milk cow']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,wear jeans,"['avoid mud', 'wear jeans', 'plant flowers', 'milk cow']",{'wear jeans'},1.0,True
Where might you use a bus to get around?,"['michigan', 'city', 'new york', 'ocean']",city,0,csqa,0.75,"{'proba': [0.7, 0.05, 0.2, 0.05], 'response_idx': 0}",0,new york,"['michigan', 'city', 'new york', 'ocean']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,city,"['michigan', 'city', 'new york', 'ocean']","{'proba': [0.8, 0.0, 0.1, 0.1], 'response_idx': 0}",0,city,"['michigan', 'city', 'new york', 'ocean']","{'proba': [0.1, 0.7, 0.2, 0.0], 'response_idx': 1}",1,city,"['michigan', 'city', 'new york', 'ocean']","{'city', 'new york'}",0.75,False
Indian restaurants can be found in many of these throughout the world. What are they?,"['seattle', 'san francisco', 'curry', 'large city']",large city,0,csqa,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,large city,"['seattle', 'san francisco', 'curry', 'large city']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,large city,"['seattle', 'san francisco', 'curry', 'large city']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,large city,"['seattle', 'san francisco', 'curry', 'large city']","{'proba': [0.1, 0.1, 0.3, 0.5], 'response_idx': 3}",3,large city,"['seattle', 'san francisco', 'curry', 'large city']",{'large city'},1.0,True
Which Japanese company bought CBS records in 1988?,"['sony corporation', 'sony emcs', 'tokyo telecommunications engineering corporation', 'sony']",sony,0,trivia,0.25,"{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,sony corporation,"['sony corporation', 'sony emcs', 'tokyo telecommunications engineering corporation', 'sony']","{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,sony corporation,"['sony corporation', 'sony emcs', 'tokyo telecommunications engineering corporation', 'sony']","{'proba': [0.1, 0.6, 0.1, 0.2], 'response_idx': 1}",1,sony,"['sony corporation', 'sony emcs', 'tokyo telecommunications engineering corporation', 'sony']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,sony corporation,"['sony corporation', 'sony emcs', 'tokyo telecommunications engineering corporation', 'sony']","{'sony', 'sony corporation'}",0.75,False
Which comedian starred in the ABC sitcom Chicken Soup?,"['jackie mason ultimate jew', 'goldberg p i', 'jacob maza', 'jackie mason']",jackie mason,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,jackie mason,"['jackie mason ultimate jew', 'goldberg p i', 'jacob maza', 'jackie mason']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,jackie mason,"['jackie mason ultimate jew', 'goldberg p i', 'jacob maza', 'jackie mason']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,jackie mason,"['jackie mason ultimate jew', 'goldberg p i', 'jacob maza', 'jackie mason']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,jackie mason,"['jackie mason ultimate jew', 'goldberg p i', 'jacob maza', 'jackie mason']",{'jackie mason'},1.0,True
The Earth and the Moon have all of these common features except,"['crust.', 'core.', 'mantle.', 'water.']",water.,0,arc,1.0,"{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 3}",3,water.,"['crust.', 'core.', 'mantle.', 'water.']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,water.,"['crust.', 'core.', 'mantle.', 'water.']","{'proba': [0.25, 0.25, 0.1, 0.4], 'response_idx': 2}",2,water.,"['crust.', 'core.', 'mantle.', 'water.']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 3}",3,water.,"['crust.', 'core.', 'mantle.', 'water.']",{'water.'},1.0,True
"John put  salt on his salad.  Mary suggested that he should spritz what on it, instead?","['cure meat', 'black pepper', 'vinegar', 'adding flavor']",vinegar,0,csqa,0.5,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,black pepper,"['cure meat', 'black pepper', 'vinegar', 'adding flavor']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,vinegar,"['cure meat', 'black pepper', 'vinegar', 'adding flavor']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,black pepper,"['cure meat', 'black pepper', 'vinegar', 'adding flavor']","{'proba': [0.1, 0.3, 0.5, 0.1], 'response_idx': 2}",2,vinegar,"['cure meat', 'black pepper', 'vinegar', 'adding flavor']","{'black pepper', 'vinegar'}",0.75,False
What is the source of fuels such as coal and natural gas?,"['erupting volcanoes', 'cold-water oceans', 'forest fires', 'once-living organisms']",once-living organisms,0,arc,1.0,"{'proba': [0.85, 0.05, 0.05, 0.05], 'response_idx': 0}",0,once-living organisms,"['erupting volcanoes', 'cold-water oceans', 'forest fires', 'once-living organisms']","{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,once-living organisms,"['erupting volcanoes', 'cold-water oceans', 'forest fires', 'once-living organisms']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,once-living organisms,"['erupting volcanoes', 'cold-water oceans', 'forest fires', 'once-living organisms']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,once-living organisms,"['erupting volcanoes', 'cold-water oceans', 'forest fires', 'once-living organisms']",{'once-living organisms'},1.0,True
Why do people primarily partake in surfing?,"['to get wet', 'enjoyment', 'getting in shape', 'getting wet']",enjoyment,0,csqa,1.0,"{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,enjoyment,"['to get wet', 'enjoyment', 'getting in shape', 'getting wet']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,enjoyment,"['to get wet', 'enjoyment', 'getting in shape', 'getting wet']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,enjoyment,"['to get wet', 'enjoyment', 'getting in shape', 'getting wet']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,enjoyment,"['to get wet', 'enjoyment', 'getting in shape', 'getting wet']",{'enjoyment'},1.0,True
The audience sits enthralled watching a spectacular battle full of shooting and explosions.  Where is the audience most likely to be?,"['stadium', 'movie theater', 'church', 'hockey game']",movie theater,0,csqa,1.0,"{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,movie theater,"['stadium', 'movie theater', 'church', 'hockey game']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,movie theater,"['stadium', 'movie theater', 'church', 'hockey game']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,movie theater,"['stadium', 'movie theater', 'church', 'hockey game']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,movie theater,"['stadium', 'movie theater', 'church', 'hockey game']",{'movie theater'},1.0,True
In 1988 who won the tennis Grand Slam and Olympic gold?,"['peter graf', 'steffi graf', 'stephanie maria graf', 'steffie graf']",steffi graf,0,trivia,0.75,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,steffi graf,"['peter graf', 'steffi graf', 'stephanie maria graf', 'steffie graf']","{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,steffie graf,"['peter graf', 'steffi graf', 'stephanie maria graf', 'steffie graf']","{'proba': [0.1, 0.0, 0.8, 0.1], 'response_idx': 2}",2,steffi graf,"['peter graf', 'steffi graf', 'stephanie maria graf', 'steffie graf']","{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,steffi graf,"['peter graf', 'steffi graf', 'stephanie maria graf', 'steffie graf']","{'steffi graf', 'steffie graf'}",0.75,False
What does a person want to get at a restaurant?,"['self esteem', 'compliments', 'delicious food', 'fulfillment']",delicious food,0,csqa,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,delicious food,"['self esteem', 'compliments', 'delicious food', 'fulfillment']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,delicious food,"['self esteem', 'compliments', 'delicious food', 'fulfillment']","{'proba': [0.85, 0.05, 0.05, 0.05], 'response_idx': 0}",0,delicious food,"['self esteem', 'compliments', 'delicious food', 'fulfillment']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,delicious food,"['self esteem', 'compliments', 'delicious food', 'fulfillment']",{'delicious food'},1.0,True
Which source of electricity would harm the environment the least?,"['solar power', 'diesel generator', 'hydroelectric dams', 'power lines']",solar power,0,arc,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,solar power,"['solar power', 'diesel generator', 'hydroelectric dams', 'power lines']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,solar power,"['solar power', 'diesel generator', 'hydroelectric dams', 'power lines']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,solar power,"['solar power', 'diesel generator', 'hydroelectric dams', 'power lines']","{'proba': [0.8, 0.05, 0.1, 0.05], 'response_idx': 0}",0,solar power,"['solar power', 'diesel generator', 'hydroelectric dams', 'power lines']",{'solar power'},1.0,True
"After a heavy rain, a mudslide flows into a pond and mud mixes into the water. Which of the following is most likely to happen?","['Fish will have more food.', 'Underwater plants will receive less light.', 'Trees will be able to get more light.', 'Raccoons will not be able to find food.']",Underwater plants will receive less light.,0,arc,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,Underwater plants will receive less light.,"['Fish will have more food.', 'Underwater plants will receive less light.', 'Trees will be able to get more light.', 'Raccoons will not be able to find food.']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,Underwater plants will receive less light.,"['Fish will have more food.', 'Underwater plants will receive less light.', 'Trees will be able to get more light.', 'Raccoons will not be able to find food.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,Underwater plants will receive less light.,"['Fish will have more food.', 'Underwater plants will receive less light.', 'Trees will be able to get more light.', 'Raccoons will not be able to find food.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,Underwater plants will receive less light.,"['Fish will have more food.', 'Underwater plants will receive less light.', 'Trees will be able to get more light.', 'Raccoons will not be able to find food.']",{'Underwater plants will receive less light.'},1.0,True
