question,options,answer,answer_idx,source
"Bob comes out of the station and at once he doesn't know where to go. He comes to see his good friend, Peter. Peter is a worker. He works in a factory, but Bob doesn't know where the factory is.
He walks along the street. He passes a hospital, a post office, a bookshop and at last he gets to a school. Some students are coming out, so he asks one of them,"" Excuse me. Do you know where the Red Star Factory is?""
""Of course, I know. I live near there. My father works in that factory. It's outside this town,"" answers the boy.
""Is it far from here? Can you show me the way, please?"" Bob asks again.
""I'm going home now. Will you come with me? We can go there by bus. ""

Whom does Bob ask the way?","['A student.', 'Bob.', 'Peter.', 'A policeman.']",A student.,0,race
"After a forest fire, which type of organisms will begin secondary succession?","['wildflowers', 'small shrubs', 'mature oaks', 'evergreens']",wildflowers,0,arc
"In a tug-of-war game, balanced forces are best represented when both teams cause the flag to","['stay in the middle.', 'fall to the ground.', 'move slowly in one direction.', 'be pulled quickly in one direction.']",stay in the middle.,0,arc
"One day a famous teacher was walking with his student. On the way, they saw a lake. They stopped and the teacher told the student, ""I'm thirsty. Get me some water from that lake.""
Just when the student reached the lake, a cow was walking in the lake. So the water became very dirty. He thought ""I can't give the dirty water to my teacher!""
He came back and told the teacher, ""The water is very dirty. We can't drink it."" After about half an hour, the teacher asked the student to get some water again. So he went back to the lake.
But the lake was still dirty. So he told the teacher the same thing. After some time, the teacher asked him to go back again. But this time, he found the water was clear. The mud in the water came to the bottom. So he got some water.
The teacher looked at the water and said to him, ""You did nothing to make the water clear. You just let it be. Your mind is also like that! When it is bothered , just let it be. Give it some time.""

One day the teacher asked his student to  _  .","['get some water to drink', 'make the lake clear', 'drive away the cow in the lake', 'get some water to wash his face']",get some water to drink,0,race
"Ed Gagliardi, Al Greenwood and Dennis Elliot have all been in which group?","['foreigner', 'foreigners', 'foreigner disambiguation', 'foreigner album']",foreigner,0,trivia
"February 11th is the birthday of the most famous American inventor,Thomas Alva Edison.Edison was born in 1847.He was not a good student when he was a young boy.His teacher said he was one of the most dumb headed students .He did badly in many subjects and left school after only three months.So his mother took him home and taught him herself.Edison didn't like school at all,but he loved science.He liked to ask questions.
One day his father found him sitting on some eggs.His father asked him why.The boy didn't answer.He asked his father instead,""Why can't I hatch chickens,but hens can?""
Edison invented 1328 things in his life,and these things made our lives more comfortable and the world more beautiful.People will never forget him.

One day Edison sat on some eggs.He  _  .","['wanted to hatch chickens', 'liked to sit there', 'wanted to break the eggs', 'wanted his father to look for him']",wanted to hatch chickens,0,race
"The team began analysing all the DNA evidence, they were hoping to once and for all be what?","['discovering truth', 'enlightened', 'new knowledge', 'paid', 'learn more about']",discovering truth,0,csqa
"In women's field hockey, which country has won the most World Cups?","['netherlands', 'metropolitan netherlands', 'nehterlands', 'holland country']",netherlands,0,trivia
"Earth's distance from the Sun helps the planet sustain life. If the Sun were larger, what would most likely also have to be true for Earth to sustain life?","['Earth would have to be further from the Sun.', 'Earth would have to be closer to the Sun.', 'Earth would have to be smaller.', 'Earth would have to be larger.']",Earth would have to be further from the Sun.,0,arc
"""Tammy! Come here, please! Mother needs your help in the kitchen."" Her father called out to her.
Tammy was in her room, getting ready to do her homework. ""Yes, Daddy!"" she replied. ""I'll be right there.""
She hurried out of her bedroom and down the hallway. She was only nine years old. Her elder sister, Ella, had just moved away to go to a performing arts high school in another city. Her brother, Harry, was in middle school and always got home late. With Ella leaving home, Tammy was expected to do a lot more than she had ever done before, especially now, because her mother was ill.
Her father was in the kitchen. ""Tammy, I know you usually do your homework right now, but with things being different, we all have to change a little bit. I'll help you and Harry with your homework later on, OK?""
Her father had an apron  on over his clothes, and he looked kind of funny. He was doing the dishes and he always splashed  water all over when he did that. After helping her father with the dishes, Tammy helped set the table.
After supper, her father helped her and Harry with their homework, and then they played a board game so that their mother could lie down for a while.
The next morning, Tammy got up early on her own because she wanted to help her mother with breakfast. She made orange juice and even put bread in the toaster and got out the butter so that her mother could sleep for a few more minutes.
When her mother got up half an hour later, she was very surprised and moved to see the breakfast on the dining table. She gave Tammy a big hug.
""Thank you, Tammy. You really are mother's little helper now, aren't you?""

Why did Tammy's sister move out of their home?","['Because her school was far away from home.', 'Because she hated doing housework', 'Because she was busy with her work.', 'Because she disliked her family.']",Because her school was far away from home.,0,race
