question,options,answer,answer_idx,source
"Hello, I'm Ann. This is a photo of my family. There are four members   in my family. The woman in the photo is my mother Mary. She is a teacher. She likes reading. The man is my father Jack. He's a teacher, too. He can play football, but he can't play basketball. Look, the lovely baby is my brother Mike. I like my family very much.

What's my mother's name?","['Mary', 'Ann', 'Mike', 'Jack']",Mary,0,race
Kirk Douglas supplemented his acting earnings in his early years as what type of professional sportsman?,"['wrestler', 'jell o wrestling', 'show wrestling', 'mud wrestler']",wrestler,0,trivia
"Reform the gaokao
The college entrance examination is one of the most important tests in our lives. Now, the big exam has got a big change.
the government announced a reform  plan on Sept 4, 2014. According to the plan, there are only three required  tests that everyone to take - Chinese, maths and foreign language. Each subject is marked out of 150. Students can take foreign language tests twice.
Students also have to learn six other subject - physics, chemistry, biology, geography, politics and history. They will have a final test after finishing their studies in each subject. They can choose three to hand in when applying for  universities.
Nowadays, liberal arts  and science  have different tests. For example, in some places, liberal arts students get easier math questions. Under the new system, everyone will have same tests.
The reform will begin trials  from this year in some cities. Current Senior 1 students in Shanghai and Zhejiang don't have to choose between studying liberal arts and science.
Liu Yunsong, and English teacher at Beijing 101 Middle School, believes the reform is good news for junior students, especially for the English tests. ""Two opportunities help the students show their real level better. As a result, we will pa y more attention to helping students be interested in the language instead of just teaching them the skills of dealing with tests. We will give them more chances to use the language, such as reading English.""

What will be reformed according to the passage?","['The college entrance examination.', 'The college graduation examination.', 'The middle s chool graduation exam ination.', 'The middle school entrance exanmination.']",The college entrance examination.,0,race
In which state was Charles Schulz born?,"['minnesota', 'minnessota', 'minnesota u s', 'minnesota commissioner of labor and industry']",minnesota,0,trivia
What separates a bay from the water?,"['shoreline', 'coast', 'coastal area', 'lake', 'manhattan']",shoreline,0,csqa
"What most likely happens when a cold air mass comes into contact with a warm, moist air mass?","['Rain or snow begins to fall.', 'The sky becomes clear.', 'Cold air is pushed to high altitudes.', 'Warm air is pushed to ground level.']",Rain or snow begins to fall.,0,arc
Which country does the airline Ansett come from?,"['australia', 'austraila', 'australiia', 'australien']",australia,0,trivia
Which process in plants is most similar to sexual reproduction in vertebrates?,"['cross-pollination', 'cell division', 'self-pollination', 'seed development']",cross-pollination,0,arc
Lighting a match and baking a cake are two actions that involve chemical changes. Why are these actions considered chemical changes?,"['They create new substances.', 'They change the state of matter.', 'They change volume.', 'They create energy.']",They create new substances.,0,arc
Which country does the airline Tower Air come from?,"['usa', 'federal united states', 'u–s–', 'ee uu']",usa,0,trivia
With which instrument was Charlie Christian associated?,"['guitar', 'guitar instruction', 'playing guitars', 'gatar']",guitar,0,trivia
Young robins build the same kinds of nests their parents build even if the young birds have never seen their parents build a nest. This is an example of,"['an inherited behavior.', 'a learned behavior.', 'a physical characteristic.', 'acquired characteristic.']",an inherited behavior.,0,arc
The older Smothers Brother played what musical instrument?,"['guitar', 'left handed guitar', 'guitar tone', 'saddle guitar']",guitar,0,trivia
Jersey Joe Walcott was a world champion in which sport?,"['boxing', 'cornermen', 'corner person', 'boxers']",boxing,0,trivia
In which situation would it be an advantage to ship a product by plane rather than by truck?,"['The product must be delivered a long distance soon after it is made.', 'The product is very heavy and relatively large.', 'The product is sensitive to changes in pressure.', 'The product must be delivered to several sites located within a radius of 50 miles.']",The product must be delivered a long distance soon after it is made.,0,arc
What kind of energy change occurs when a battery is operating a remote control toy?,"['Potential energy is changed to kinetic energy.', 'Heat energy is changed to light energy.', 'Light energy is changed to heat energy.', 'Kinetic energy is changed to chemical energy.']",Potential energy is changed to kinetic energy.,0,arc
"Last year The Voice of China, the most popular TV talent show became a popular topic in people's chatting and media information from both home and abroad. It began on July 13, 2012 and ended on September 30, 2012. Liang Bo, a handsome boy from Changchun, Jilin was the champion of The Voice of China in 2012. Before the competition Liang Bo was just an ordinary college student studying music. He captured   the hearts of audience   with his passionate   rock'n'roll   performance at the show.
Fans described Liang's voice as ""natural, clear and touching''. Although he seemed cool on stage, he could quickly turn on the power once he started singing. ""His performances make you imagine things. When I listen to his singing, I see pictures and think of stories."" said Na Ying, one of the four judges   on the show. She was also Liang's tutor for the competition.
Liang Bo, like many young Chinese, he fell in love with music through playing the guitar. Liang got his first guitar as a birthday gift when he was in middle school. He would spend days and nights practicing. "" I can't live without my guitar."" he said.
"" I don't like talking much but I carry great passion inside me,"" Liang said. "" There is no better way to let it out than through music like rock'n'roll. Many people compare Liang to famous Chinese rockers including Xu Wei, Wang Feng and Zheng Jun. But the young man doesn't want to stand in others' shadow. "" I respect those rockers, but I'm not going to copy them. I will be who I am,"" he said.

How long did The Voice of China last?","['More than two months.', 'More than two days.', 'More than two weeks.', 'More than two years.']",More than two months.,0,race
